"RSTR_NM","DTL_ADRES","RN_DTL_ADRES","LO","LA","USE_PSB_NMPR","COLR_HOLD_ELEFN","COLR_HOLD_ARCDTN","CHCK_MATTER_NIGHT_OPN_AT","FCLTY_OPRN_AT"
"대성베르힐2단지경로당","3272-0","충청북도 청주시 상당구 호미로 2 (용암동, 동남지구 대성베르힐2차)",127.5173342,36.6125307,,0,,"N","Y"
"신한은행증평지점","49-0","충청북도 증평군 증평읍 중앙로 214 ",127.5823134,36.7845139,,0,,"N","Y"
"증평신협","32-0","충청북도 증평군 증평읍 중앙로 210 ",127.5819701,36.7844345,,0,,"N","Y"
"NH농협은행증평군지부","66-0","충청북도 증평군 증평읍 중앙로 236 ",127.5840005,36.7860026,,0,,"N","Y"
"신기리경로당","220-3","충청북도 청주시 청원구 북이면 신기길 33 ",127.5453043,36.7332373,,1,,"Y","Y"
"북부경로당","104-4","충청북도 청주시 상당구 수동로 84-1 (수동)",127.4930039,36.6438286,,4,,"N","Y"
"수암경로당","83-19","충청북도 청주시 상당구 수암로54번길 13-1 (수동)",127.4949995,36.6469663,,4,,"N","Y"
"청주시노인종합복지관","138-8","충청북도 청주시 상당구 대성로172번길 21 (수동)",127.492902,36.641005,,0,,"N","Y"
"신한은행충북영업부금융센터","86-3","충청북도 청주시 상당구 사직대로 343",127.4850963,36.6368617,,0,,"N","Y"
"서청주파크자이아파트경로당","422-0","충청북도 청주시 흥덕구 2순환로 1106 (비하동, 서청주파크자이)",127.4202678,36.6345439,,4,,"N","Y"
"석성2리경로당","249-0","충청북도 청주시 청원구 북이면 석성한천길 43-1 ",127.5130829,36.7585425,,1,,"Y","Y"
"신주공2단지","545-0","충청북도 증평군 증평읍 창신로 85 (증평주공3단지아파트)",127.5814145,36.7786628,,1,,"N","Y"
"양촌2리경로당","291-7","충청북도 청주시 서원구 남이면 양촌2길 46-6 ",127.4649363,36.5924351,,1,,,"Y"
"삼덕경로당","670-22","충청북도 청주시 청원구 향군로151번길 10",127.4784886,36.6572904,,3,,"N","Y"
"형동2리경로당","407-0","충청북도 청주시 청원구 내수읍 형동2길 90 ",127.5630981,36.6928207,,2,,"N","Y"
"덕암2리경로당","158-8","충청북도 청주시 청원구 내수읍 덕암2길 38 ",127.5532597,36.692055,,2,,"N","Y"
"풍정1리경로당","241-4","충청북도 청주시 청원구 내수읍 풍정길 36-5 ",127.5449234,36.700735,,2,,"N","Y"
"도원3리경로당","57-0","충청북도 청주시 청원구 내수읍 도원세교로 63 (우창진주2차아파트)",127.5405461,36.7098956,,2,,"N","Y"
"마산7리경로당","210-0","충청북도 청주시 청원구 내수읍 청암로 35 (청원내수주공아파트)",127.5342911,36.7236302,,2,,"N","Y"
"은곡3리경로당","251-22","충청북도 청주시 청원구 내수읍 은곡3길 11 ",127.5278646,36.7168965,,2,,"N","Y"
"내수1리경로당","45-54","충청북도 청주시 청원구 내수읍 내수본길 22 ",127.5349671,36.7280072,,2,,"N","Y"
"주중12통경로당","445-3","충청북도 청주시 청원구 주중로26번길 17",127.4855048,36.6865883,,2,,"N","Y"
"주중13통경로당","278-2","충청북도 청주시 청원구 주중로2번길 159-35 (주중동)",127.4904022,36.6834623,,2,,"N","Y"
"비하34통경로당","36-6 비하34통경로당","충청북도 청주시 흥덕구  비하로15번길  8-1, 비하34통경로당 (비하동)",127.4247763,36.6286939,,2,,"N","Y"
"삼일아파트경로당","236-5","충청북도 청주시 흥덕구 2순환로1136번길 28 (비하동, 삼일아파트)",127.4233362,36.6335459,,2,,"N","Y"
"청향경로당","676-7 비하청향경로당","충청북도 청주시 흥덕구  청향로15번길  22 , 비하청향경로당 (비하동)",127.4208178,36.6367929,,3,,"N","Y"
"한국건강관리협회메디체크충북세종지부","725-0","충청북도 청주시 흥덕구 직지대로 631 (봉명동)",127.4632153,36.6434284,,4,,,"Y"
"석성1리경로당","400-5","충청북도 청주시 청원구 북이면 석성길 2-20 ",127.5137776,36.7514401,,1,,"Y","Y"
"충청북도도청동관옥상","89-0","충청북도 청주시 상당구 상당로 82 (문화동)",127.492041,36.6358439,,,,,"Y"
"성동신협성화1지점","691-0","충청북도 청주시 서원구 복대로 31",127.4450761,36.6199363,,0,,"N","Y"
"성화개신죽림동행정복지센터","626 성화개신죽림동주민센터","충청북도 청주시 서원구  성봉로  128 , 성화개신죽림동주민센터 (성화동)",127.4531639,36.617026,,15,,"N","Y"
"남양휴튼A경로당","436-0","충청북도 청주시 서원구 신화로 47 (성화동)",127.4541856,36.6186277,,3,,"N","Y"
"동남LH1단지경로당","3145-0","충청북도 청주시 상당구 호미로 137 (용암동, 청주동남1단지)",127.519362,36.6215985,,2,,"N","Y"
"서운동경로당","33-33","충청북도 청주시 상당구 상당로26번길 21 (서운동)",127.4923757,36.6307371,,5,,"N","Y"
"남문로1가경로당","87-0","충청북도 청주시 상당구 상당로25번길 21-2",127.4898314,36.630023,,4,,"N","Y"
"효성2차아파트경로당","362-0","충청북도 청주시 흥덕구 2순환로1050번길 24 (비하동, 효성2차아파트)",127.4208328,36.6410549,,3,,"N","Y"
"계룡리슈빌경로당","125 비하동 계룡리슈빌 아파트 계룡리슈빌경로당","충청북도 청주시 흥덕구  가로수로1131번길  101 , 계룡리슈빌경로당 (비하동, 비하동 계룡리슈빌 아파트)",127.4213269,36.6294784,,2,,"N","Y"
"비하계룡리슈빌2차경로당","809 청주비하계룡리슈빌2차아파트 비하계룡리슈빌2차경로당","충청북도 청주시 흥덕구  비하로57번길  37 , 비하계룡리슈빌2차경로당 (비하동, 청주비하계룡리슈빌2차아파트)",127.4218915,36.6311084,,2,,"N","Y"
"보성경로당","2448-0","충청북도 청주시 흥덕구 신율로 77 (복대동, 보성아파트)",127.4461927,36.6249739,,3,,"N","Y"
"상야1리경로당","14-3","충청북도 청주시 상당구 가덕면 상야1길 406-2",127.577525,36.585403,,2,,"N","Y"
"한계1리경로당","166-1","충청북도 청주시 상당구 가덕면한계길 34",127.567088,36.597208,,2,,"N","Y"
"은곡2리경로당","170-3","충청북도 청주시 청원구 내수읍 은곡길 102 ",127.530182,36.7041585,,2,,"N","Y"
"묵방2리경로당","202-2","충청북도 청주시 청원구 내수읍 묵방2길 82 ",127.528114,36.6898225,,2,,"N","Y"
"구성3리경로당","286-30","충청북도 청주시 청원구 내수읍 구성새동네길 79-6 ",127.5113744,36.6902914,,2,,"N","Y"
"구성2리경로당","308-0","충청북도 청주시 청원구 내수읍 구성신화동길 88 ",127.514357,36.6953413,,3,,"N","Y"
"내수읍행정복지센터","149-2","충청북도 청주시 청원구 내수읍 마산3길 49 ",127.5354713,36.723957,,0,,"N","Y"
"내수읍주민자치센터","149-3","충청북도 청주시 청원구 내수읍 마산리 149-3",127.5350019,36.7235614,,4,,"N","Y"
"일진뜨리에아파트경로당","109-69","충청북도 증평군 증평읍 가장골길 16-18 ",127.5756964,36.7768382,,1,,"N","Y"
"삼일아파트여자","255-0","충청북도 증평군 증평읍 장뜰로 110 (삼일아파트)",127.5882027,36.786732,,2,,"N","Y"
"힐즈파크푸르지오아파트경로당","857","충청북도 청주시 청원구 1순환로 123 (청주힐즈파크푸르지오 경로당)",127.498457,36.661422,,2,,"N","Y"
"개신주공3차@경로당","590-0","충청북도 청주시 서원구 신율로 43",127.4449758,36.6221391,,2,,"N","Y"
"LG전자베스트샵산남점","1109-0","충청북도 청주시 서원구 산남로 3 (산남동)",127.4737725,36.612197,,0,,"N","Y"
"시티프라디움1단지경로당","3146-0","충청북도 청주시 상당구 중고개로142번길 31 (용암동, 시티프라디움 1단지)",127.5201881,36.6199969,,0,,"N","Y"
"중앙동행정복지센터","130-10","충청북도 청주시 상당구 교서로32번길 31",127.4882034,36.6398308,,0,,"N","Y"
"성안동행정복지센터","3-9","충청북도 청주시 상당구 대성로 72",127.4932408,36.6316814,,3,,"N","Y"
"수곡1리경로당","323-0","충청북도 청주시 상당구 가덕면 수곡1길 11-6",127.5657114,36.5646581,,2,,"N","Y"
"장양3리경로당","170-1","충청북도 청주시 청원구 북이면 장양3길 13 ",127.5331512,36.7512188,,3,,"Y","Y"
"시동리경로당","116-3","충청북도 청주시 상당구 가덕면 인차시동로 288-21 ",127.569302,36.5716263,,3,,"N","Y"
"인차2리경로당","13-1","충청북도 청주시 상당구 가덕면 계산은행로 15",127.5597109,36.5621027,,1,,"N","Y"
"한울아파트경로당","1144 경로당","충청북도 청주시 청원구  주성로96번길  12 , 경로당 (율량동)",127.4778337,36.6678686,,1,,"N","Y"
"현대아파트경로당","891-0","충청북도 청주시 청원구 율봉로159번길 10 (율량동, 현대아파트)",127.4863963,36.6690106,,2,,"N","Y"
"현대산업아파트경로당","1206-0","충청북도 청주시 청원구 공항로141번길 35 (율량동)",127.4834244,36.6693483,,1,,"N","Y"
"효성2차아파트경로당","1264-0","충청북도 청주시 청원구 사뜸로 62 (율량동, 율량동효성2차아파트)",127.480824,36.6679155,,2,,"N","Y"
"석우리경로당","94-1","충청북도 청주시 청원구 오창읍 석우길 19-28 ",127.4568504,36.7166062,,2,,"N","Y"
"척산2리경로당","594-4","충청북도 청주시 서원구 남이면척산길 16-5",127.434661,36.561218,,1,,,"Y"
"남이면행정복지센터","608-1","충청북도 청주시 서원구 남이면척산길 7",127.4335781,36.5606697,,0,,"N","Y"
"양지경로당","129-7 양지경로당","충청북도 청주시 상당구  산성로27번길  2 , 양지경로당 (탑동)",127.4989694,36.6266477,,3,,"N","Y"
"탑동할머니경로당","40-8 탑동할머니경로당","충청북도 청주시 상당구  탑동로61번길  4 , 탑동할머니경로당 (탑동)",127.5004006,36.6309451,,3,,"N","Y"
"삼일맨션경로당","83-12 탑동삼일맨션 삼일맨션경로당","충청북도 청주시 상당구  산성로49번길  4 , 삼일맨션경로당 (탑동, 탑동삼일맨션)",127.5004305,36.6286561,,3,,"N","Y"
"금호2차경로당","3367 금호어울림2단지 금호2차경로당","충청북도 청주시 흥덕구  대신로74번길  21 , 금호2차경로당 (복대동, 금호어울림2단지)",127.4363673,36.6410459,,1,,"N","Y"
"상리경로당","122","충청북도 청주시 청원구  상리로8번길  7-3  (율량동)",127.5122358,36.6636201,,2,,"N","Y"
"새터경로당","180-3","충청북도 청주시 청원구  2순환로438번길  1   (사천동)",127.4719056,36.6701342,,2,,"N","Y"
"선광로즈웰1차아파트경로당","2080-0","충청북도 청주시 청원구 율량로 157 (율량동, 선광로즈웰1차아파트)",127.5002579,36.6689051,,0,,"N","Y"
"서문동경로당","180-11","충청북도 청주시 상당구 남사로93번길 27-5",127.4856825,36.6330858,,1,,"N","Y"
"석교동경로당","126-156","충청북도 청주시 상당구 대성로21번길 10-1",127.4926671,36.6272683,,3,,"N","Y"
"문화동경로당","17-4","충청북도 청주시 상당구 용담로31번길 21 (문화동)",127.4937549,36.6333623,,2,,"N","Y"
"남주동경로당","593-5","충청북도 청주시 상당구 무심동로336번길 13",127.483752,36.631212,,2,,"N","Y"
"진화하이츠경로당","867-0","충청북도 청주시 청원구 율봉로 217-2 (율량동)",127.4939011,36.6688019,,1,,"N","Y"
"질구지경로당","406-1","충청북도 청주시 청원구  율봉로30번길  27-9  (사천동)",127.4753177,36.6625404,,1,,"N","Y"
"하우스토리2단지경로당","684-0","충청북도 청주시 청원구 율봉로 8 (사천동, 남광 하우스토리 B단지)",127.473696,36.6615599,,1,,"N","Y"
"우림필유2차아파트경로당","646-1","충청북도 청주시 청원구 오창읍 오창중앙로 47-16 ",127.4234247,36.7054659,,3,,"N","Y"
"유리(학구)경로당","311-0","충청북도 청주시 청원구 오창읍 두릉유리로 1372-3 ",127.4762991,36.7531379,,2,,"N","Y"
"장대2리경로당","322-8","충청북도 청주시 청원구 오창읍 장대길 8-5 ",127.4540153,36.7417235,,1,,"N","Y"
"중앙하이츠빌경로당","637-6","충청북도 청주시 청원구 오창읍 오창중앙로 12 ",127.4246907,36.7093709,,3,,"N","Y"
"오창경로당","48-0","충청북도 청주시 청원구 오창읍 공항로 1026-6 ",127.4536747,36.7402189,,2,,"N","Y"
"청주상당노인복지관","648-0","충청북도 청주시 상당구 단재로 361 (방서동)",127.5068441,36.5987117,,1,,,"Y"
"가마1리경로당","274-0","충청북도 청주시 서원구 남이면가마길 24",127.458263,36.600115,,3,,,"Y"
"가마2리경로당","54-6","충청북도 청주시 서원구 남이면가마3길 39-7",127.466975,36.594549,,1,,,"Y"
"상평리경로당","49-0","충청북도 청주시 청원구 오창읍 송대상평길 191-15 ",127.4516603,36.7191992,,3,,"N","Y"
"가곡2리경로당","405-1","충청북도 청주시 청원구 오창읍 두릉유리로 1071-10 ",127.4614182,36.7237119,,2,,"N","Y"
"미호경로당","265-7 미호경로당","충청북도 청주시 서원구  사운로99번길  23 , 미호경로당 (사직동)",127.4777005,36.6376129,,2,,"N","Y"
"장미경로당","143-12 장미경로당","충청북도 청주시 서원구  사운로172번길  7 ,  장미경로당 (사직동)",127.479592,36.644505,,2,,"N","Y"
"기암리경로당","108-7","충청북도 청주시 청원구 오창읍 탑기암길 47 ",127.4512821,36.7114416,,2,,"N","Y"
"대원칸타빌아파트경로당","637-9","충청북도 청주시 청원구 오창읍 오창중앙로 62 ",127.4224269,36.7075733,,3,,"N","Y"
"복심경로당","1101 복심경로당","충청북도 청주시 흥덕구  신율로139번길  61 , 복심경로당 (복대동)",127.4434997,36.6300279,,2,,"N","Y"
"충대앞경로당","883-9 충대앞노인정","충청북도 청주시 흥덕구  사직대로62번길  19-6, 충대앞노인정 (복대동)",127.4544582,36.6333604,,2,,"N","Y"
"중부경로당","159-6","충청북도 청주시 상당구 대성로180번길 40 (수동)",127.4939159,36.6418056,,4,,"N","Y"
"상야2리경로당","347-1","충청북도 청주시 상당구 가덕면 상야길 28-25",127.5635401,36.5914649,,3,,"N","Y"
"병암1리경로당","118-5","충청북도 청주시 상당구 가덕면 단재로 1458",127.5788833,36.5793854,,0,,"N","Y"
"영운경로당","109-17 영운경로당","충청북도 청주시 상당구  단재로127번길  6-9, 영운경로당 (영운동)",127.4989454,36.618184,,4,,"N","Y"
"복대2동행정복지센터","2010 복대2동주민센터","충청북도 청주시 흥덕구  신율로103번길  42 , 복대2동주민센터 (복대동)",127.443768,36.626143,,9,,"N","Y"
"덕일경로당","993-0","충청북도 청주시 흥덕구 복대로 149",127.4401879,36.6293812,,2,,"N","Y"
"짐대경로당","1987 짐대경로당","충청북도 청주시 흥덕구  풍산로106번길  37-1, 짐대경로당 (복대동)",127.4417733,36.6276553,,2,,"N","Y"
"장구봉경로당","2442 장구봉경로당","충청북도 청주시 흥덕구  복대로  94 , 장구봉경로당 (복대동)",127.4425054,36.6250789,,1,,"N","Y"
"삼산1경로당","186-1","충청북도 청주시 상당구 낭성면현암삼산로 304",127.5650567,36.6665574,,3,,"N","Y"
"탑대성동행정복지센터","150-3","충청북도 청주시 상당구 당산로 9 (대성동)",127.4967257,36.6332407,,1,,"N","Y"
"대성경로당","111-3 대성경로당","충청북도 청주시 상당구  당고개로  25-13, 대성경로당 (대성동)",127.4966403,36.6352646,,2,,"N","Y"
"낙가동경로당","36-2","충청북도 청주시 상당구 낙가산로 119-6",127.5339444,36.6244803,,2,,"N","Y"
"용박골경로당","254 용박골회관","충청북도 청주시 상당구  낙가산로  19-10, 용박골회관 (용암동)",127.5248858,36.6197126,,2,,"N","Y"
"이정골경로당","77-1 이정골마을회관","충청북도 청주시 상당구  이정골로  102 , 이정골마을회관 (용정동)",127.5244077,36.6349402,,2,,"N","Y"
"주공1차경로당","2108 청주 용암 주공 1/2단지 주공1차경로당","충청북도 청주시 상당구  원봉로  52 , 주공1차경로당 (용암동, 청주 용암 주공 1/2단지)",127.5092608,36.6145566,,1,,"N","Y"
"현대1차아파트경로당","3098 현대1차아파트 현대1차경로당 관리사무소","충청북도 청주시 흥덕구 복대동 대신로10번길  16-3, 관리사무소 (복대동, 현대1차아파트 현대1차경로당)",127.437968,36.633654,,2,,"N","Y"
"왕대골경로당","835-0","충청북도 청주시 흥덕구 월명로23번길 9-8",127.452575,36.636354,,1,,"N","Y"
"서청주우체국","3322 서청주우체국","충청북도 청주시 흥덕구  죽천로  109 , 서청주우체국 (복대동)",127.435296,36.6381718,,15,,"N","Y"
"삼일@경로당","2008 삼일아파트 삼일@경로당","충청북도 청주시 흥덕구  복대로118번길  16 , 삼일@경로당 (복대동, 삼일아파트)",127.4418214,36.6263484,,4,,"N","Y"
"세원@경로당","2009 세원아파트 세원@경로당","충청북도 청주시 흥덕구  장구봉로101번길  45 , 세원@경로당 (복대동, 세원아파트)",127.4427897,36.6263178,,1,,"N","Y"
"신율경로당","2340 신율경로당","충청북도 청주시 흥덕구  장구봉로137번길  7-2, 신율경로당 (복대동)",127.448471,36.6251035,,4,,"N","Y"
"서원경로당","161 서원경로당","충청북도 청주시 흥덕구  신율로175번길  16 , 서원경로당 (복대동)",127.4464827,36.633149,,2,,"N","Y"
"남촌경로당","36-1","충청북도 청주시 흥덕구  남촌로  35   (남촌동)",127.4215528,36.6592356,,2,,"N","Y"
"중신리경로당","163-5","충청북도 청주시 청원구 오창읍 중신1길 93 ",127.4336413,36.6983522,,3,,"N","Y"
"양청리경로당","729-11","충청북도 청주시 청원구 오창읍 양청택지1길 7 ",127.4205279,36.7167159,,1,,"N","Y"
"복현3리경로당","183-4","충청북도 청주시 청원구 오창읍 복현2길 19 ",127.4526286,36.7446487,,2,,"N","Y"
"오창6단지부영아파트경로당","569-0","충청북도 청주시 청원구 오창읍 2산단로 125 (충북오창사랑으로부영6단지)",127.4500322,36.7342283,,0,,"N","Y"
"은행1리경로당","311-2","충청북도 청주시 상당구 남일면교육원로 51",127.558529,36.573195,,2,,"N","Y"
"남일면다목적회관(1층식당)","33-0","충청북도 청주시 상당구 남일면 단재로 501 ",127.5099045,36.5866455,,,,"N","Y"
"효촌1리경로당","250-4","충청북도 청주시 상당구 남일면 효촌송암길 18-6",127.508726,36.589727,,2,,"N","Y"
"평화아파트경로당","238-45 평화아파트 경로당","충청북도 청주시 서원구  직지대로772번길  14 , 평화아파트 경로당 (사직동)",127.4776112,36.6435802,,2,,"N","Y"
"한계2리경로당","295-1","충청북도 청주시 상당구 가덕면 한계1길 180-10",127.5638403,36.6084781,,1,,"N","Y"
"두산위브경로당","265-5 두산위브더제니스 두산위브경로당","충청북도 청주시 서원구  사운로  93 , 두산위브경로당 (사직동, 두산위브더제니스)",127.4782697,36.6370808,,2,,"N","Y"
"형석A경로당","992-0","충청북도 청주시 흥덕구 복대로 155 (복대동)",127.438881,36.6304845,,2,,"N","Y"
"영동경로당","47-23","충청북도 청주시 상당구 중앙로61번길 39-8",127.4861904,36.6420301,,4,,"N","Y"
"남부경로당","197-4","충청북도 청주시 상당구 교동로 39 (수동)",127.4943933,36.6375421,,4,,"N","Y"
"벽서정경로당","746-5","충청북도 청주시 청원구 1순환로330번길 17 (내덕동, 시영아파트)",127.4763474,36.6597267,,3,,"N","Y"
"내덕1동행정복지센터","644-1","충청북도 청주시 청원구 새터로 71",127.482631,36.658342,,12,,"N","Y"
"무성1리(태봉말)경로당","21-11","충청북도 청주시 상당구 낭성면 무성2길 16-4",127.579077,36.651944,,1,,"N","Y"
"덕벌경로당","301-14","충청북도 청주시 청원구 새터로37번길 13-5",127.485588,36.655916,,3,,"N","Y"
"방죽말경로당","412-70 방죽말경로당","충청북도 청주시 청원구  충청대로  54-1, 방죽말경로당 (내덕동)",127.4916274,36.6614109,,3,,"N","Y"
"청동경로당","57-12 청동경로당","충청북도 청주시 청원구  덕벌로31번길  14-10, 청동경로당 (내덕동)",127.4938826,36.6544593,,3,,"N","Y"
"밤고개경로당","172-93","충청북도 청주시 청원구  충청대로  9-10  (내덕동)",127.4890411,36.6585271,,4,,"N","Y"
"롯데삼성경로당","60-33 롯데 삼성 아파트 롯데삼성경로당","충청북도 청주시 청원구  덕벌로23번길  18 , 롯데삼성경로당 (내덕동, 롯데 삼성 아파트)",127.4946983,36.6553894,,6,,"N","Y"
"안덕벌경로당","24-4 안덕벌경로당","충청북도 청주시 청원구  우암산로251번길  32-2, 안덕벌경로당 (내덕동)",127.498318,36.6568702,,4,,"N","Y"
"내덕2구경로당","162 내덕2구경로당","충청북도 청주시 청원구  안덕벌로15번길  45-1, 내덕2구경로당 (내덕동)",127.4911349,36.6592502,,4,,"N","Y"
"신화아파트경로당","520-2","충청북도 청주시 청원구 1순환로211번길 11 (내덕동, 신화아파트)",127.4893105,36.6637889,,3,,"N","Y"
"병암2리경로당","202-4","충청북도 청주시 상당구 가덕면병암1길 10",127.574794,36.577958,,2,,"N","Y"
"병암3리경로당","30-0","충청북도 청주시 상당구 가덕면원병암길 5",127.587269,36.583374,,1,,"N","Y"
"강서32통경로당","141-1 강서32통경로당","충청북도 청주시 흥덕구  강서로27번길  40 , 강서32통경로당 (강서동)",127.4220532,36.6205718,,3,,"N","Y"
"학평1리경로당","140-24","충청북도 청주시 청원구 내수읍 내수학평길 45",127.538022,36.727584,,2,,"N","Y"
"학평2리경로당","211-32","충청북도 청주시 청원구 내수읍 학평리 211-32",127.5445881,36.720874,,2,,"N","Y"
"내수3리경로당","310-2","충청북도 청주시 청원구 내수읍 내수3길 22-2 ",127.5268051,36.7226692,,2,,"N","Y"
"신안리경로당","325-0","충청북도 청주시 청원구 내수읍 형동2길 130-42 ",127.5204268,36.7241569,,1,,"N","Y"
"원통1리경로당","62-4","충청북도 청주시 청원구 내수읍 원통길 13-2",127.518365,36.714601,,3,,"N","Y"
"문암경로당","75-1 문암경로당","충청북도 청주시 흥덕구  문암로199번길  25 , 문암경로당 (문암동)",127.448504,36.6709023,,3,,"N","Y"
"율량서희스타힐스아파트경로당","853-0","충청북도 청주시 청원구 충청대로84번길 30 (내덕동, 율량 서희 스타힐스)",127.4952006,36.6634533,,1,,"N","Y"
"수의경로당","9-1","충청북도 진천군 초평면 수의1길 70",127.552356,36.789967,,3,,"N","Y"
"구정경로당","274-9","충청북도 진천군 초평면 구정로 287 ",127.5369224,36.7809479,,3,,"N","Y"
"사곡경로당","339-3","충청북도 진천군 초평면 구정벼루길 12-3 ",127.516323,36.7732761,,2,,"N","Y"
"송절1구경로당","370-0","충청북도 청주시 흥덕구 원터로29번길 13",127.4509553,36.6614657,,1,,"N","Y"
"송절2구경로당","41-5","충청북도 청주시 흥덕구 신정로36번길 12",127.4612836,36.6656896,,1,,"N","Y"
"장양1리경로당","442-4","충청북도 청주시 청원구 북이면 장양1길 29-3 ",127.5298199,36.759473,,3,,"Y","Y"
"강서1동행정복지센터","9-2 강서 1동주민센터","충청북도 청주시 흥덕구  가로수로  1164 , 강서 1동주민센터 (강서동)",127.4260084,36.6266746,,5,,"N","Y"
"새터경로당","115-120 새터노인정","충청북도 청주시 청원구  안덕벌로57번길  8 , 새터노인정 (내덕동)",127.4947139,36.6585397,,4,,"N","Y"
"장수경로당","387-6 장수경로당","충청북도 청주시 청원구  1순환로225번길  60 , 장수경로당 (내덕동)",127.4878207,36.6615238,,4,,"N","Y"
"주성14통경로당","216-1 주성14통경로당","충청북도 청주시 청원구  충청대로272번길  95 , 주성14통경로당 (주성동)",127.5020438,36.6787771,,2,,"N","Y"
"외남15통경로당","228-30 외남15통경로당","충청북도 청주시 청원구  토성로448번길  34-11, 외남15통경로당 (외남동)",127.4797034,36.698045,,2,,"N","Y"
"대원칸타빌1차아파트경로당","335 상가","충청북도 청주시 청원구 주성동 율량로  103 , 상가 (주성동)",127.497701,36.673421,,2,,"N","Y"
"율량2LH2단지아파트경로당","950 경로당,작은도서관","충청북도 청주시 청원구 주중동 율량로  47 , 경로당,작은도서관 (주중동)",127.491409,36.674061,,4,,"N","Y"
"율량2LH1단지아파트경로당","852 보육시설","충청북도 청주시 청원구 주중동 율량로  17 , 보육시설 (주중동)",127.488345,36.673913,,0,,"N","Y"
"대원칸타빌2차아파트경로당","1023 상가","충청북도 청주시 청원구 주중동 율량로  77 , 상가 (주중동)",127.494723,36.673715,,2,,"N","Y"
"선광로즈웰2차아파트경로당","336 상가","충청북도 청주시 청원구 주성동 율량로  119 , 상가 (주성동)",127.499644,36.67268,,0,,"N","Y"
"두산2리경로당","343-4","충청북도 청주시 상당구 남일면 노동두산길 161",127.5324646,36.5611458,,2,,"N","Y"
"두산1리경로당","147-0","충청북도 청주시 상당구 남일면두산길 105-2",127.5411309,36.5617333,,2,,"N","Y"
"은곡1리경로당","90-1","충청북도 청주시 청원구 내수읍 은곡1길 20 ",127.5296,36.6989952,,2,,"N","Y"
"마산2리경로당","94-15","충청북도 청주시 청원구 내수읍 마산리 94-15",127.5369036,36.7200678,,4,,"N","Y"
"마산6리경로당","8-5","충청북도 청주시 청원구 내수읍 마산3길 3",127.5382802,36.7207253,,3,,"N","Y"
"도원1리경로당","146-5","충청북도 청주시 청원구 내수읍 내수도원길 17",127.536448,36.711933,,3,,"N","Y"
"풍정2리경로당","73-7","충청북도 청주시 청원구 내수읍 풍정2길 48-8",127.553918,36.710468,,2,,"N","Y"
"덕암1리경로당","349-6","충청북도 청주시 청원구 내수읍 덕암1길 5 ",127.5437848,36.6995393,,2,,"N","Y"
"정북7통경로당","88-7 정북7통경로당","충청북도 청주시 청원구  토성로238번길  48 , 정북7통경로당 (정북동)",127.4619569,36.6862853,,2,,"N","Y"
"송곡그린경로당","308-3 송곡그린경로당","충청북도 청주시 흥덕구  2순환로1050번길  16-4, 송곡그린경로당 (비하동)",127.4211329,36.6412722,,1,,"N","Y"
"평화아파트경로당","75-32 평화아파트 평화아파트경로당","충청북도 청주시 흥덕구  가로수로1132번길  10 , 평화아파트경로당 (비하동, 평화아파트)",127.4222707,36.6260175,,2,,"N","Y"
"정상8통경로당","150-7 정상8통경로당","충청북도 청주시 청원구  토성로176번길  17 , 정상8통경로당 (정상동)",127.4620888,36.682154,,2,,"N","Y"
"정상9통경로당","123-5 정상동9통경로당","충청북도 청주시 청원구  토성로214번가길  32-2, 정상동9통경로당 (정상동)",127.4676513,36.683603,,2,,"N","Y"
"정하10통경로당","96-3 정하10통경로당","충청북도 청주시 청원구  토성로100번길  44 , 정하10통경로당 (정하동)",127.4642015,36.6740249,,2,,"N","Y"
"주중11통경로당","127-4","충청북도 청주시 청원구 충청대로233번길 64-15 (주중동)",127.4940526,36.6782459,,2,,"N","Y"
"신송2리경로당","618-0","충청북도 청주시 상당구 남일면 신송새터길 42",127.4894826,36.5741449,,4,,"N","Y"
"신평1리경로당","566-4","충청북도 청주시 청원구 오창읍 신평길 11 ",127.437458,36.6927282,,3,,"N","Y"
"우림필유1차아파트경로당","638-1","충청북도 청주시 청원구 오창읍 과학산업3로 227 ",127.4285853,36.7091903,,1,,"N","Y"
"남일면행정복지센터","33-0","충청북도 청주시 상당구 남일면 단재로 501",127.5096217,36.5869109,,1,,"N","Y"
"고은3리경로당","190-6","충청북도 청주시 상당구 남일면윗고분터길 35",127.5181188,36.5656519,,2,,"N","Y"
"주공1경로당","1211-0","충청북도 청주시 서원구 월평로 25 (분평동, 청주분평1단지 뜨란채아파트)",127.4873847,36.6120248,,1,,"N","Y"
"남들경로당","20-1 남들경로당","충청북도 청주시 서원구  청남로2074번길  101 , 남들경로당 (수곡동)",127.492399,36.6174615,,3,,"N","Y"
"수곡경로당","84-4 수곡경로당","충청북도 청주시 서원구  서원남로19번길  41 , 수곡경로당 (수곡동)",127.4843861,36.6203131,,5,,"N","Y"
"만복경로당","74-14","충청북도 청주시 서원구 수영로8번길 36 (수곡동)",127.4862595,36.6133833,,5,,"N","Y"
"두진백로경로당","1002 두진백로아파트 두진백로경로당","충청북도 청주시 서원구  수곡로  36 , 두진백로경로당 (수곡동, 두진백로아파트)",127.4754748,36.6152984,,6,,"N","Y"
"원마루경로당","1313-0","충청북도 청주시 서원구 원마루로10번길 1-3 (분평동)",127.4954843,36.6094261,,2,,"N","Y"
